name,date,Organism_Name,Isolate,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,GenBank_Title,Collection_Year,source,year
OM920131,8/5/2019,dengue virus type 1,D1/TAN/543/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/543/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920132,8/5/2019,dengue virus type 1,D1/TAN/539/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/539/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920133,8/5/2019,dengue virus type 1,D1/TAN/537/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/537/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920134,8/5/2019,dengue virus type 1,D1/TAN/506/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/506/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920135,2/5/2019,dengue virus type 1,D1/TAN/502/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/502/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920136,1/5/2019,dengue virus type 1,D1/TAN/466/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/466/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920137,4/30/2019,dengue virus type 1,D1/TAN/465/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/465/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920138,4/21/2019,dengue virus type 1,D1/TAN/370/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/370/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920139,4/17/2019,dengue virus type 1,D1/TAN/353/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/353/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920140,4/17/2019,dengue virus type 1,D1/TAN/352/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/352/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920141,4/17/2019,dengue virus type 1,D1/TAN/351/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/351/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920142,4/17/2019,dengue virus type 1,D1/TAN/350/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/350/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920143,4/17/2019,dengue virus type 1,D1/TAN/344/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/344/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920144,4/17/2019,dengue virus type 1,D1/TAN/343/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/343/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920145,4/13/2019,dengue virus type 1,D1/TAN/312/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/312/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920146,9/7/2019,dengue virus type 1,D1/TAN/296/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/296/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920147,6/28/2019,dengue virus type 1,D1/TAN/295/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/295/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920148,6/24/2019,dengue virus type 1,D1/TAN/282/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/282/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920149,6/16/2019,dengue virus type 1,D1/TAN/272/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/272/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920150,6/13/2019,dengue virus type 1,D1/TAN/269/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/269/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920151,8/6/2019,dengue virus type 1,D1/TAN/262/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/262/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920152,6/6/2019,dengue virus type 1,D1/TAN/256/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/256/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920153,5/17/2019,dengue virus type 1,D1/TAN/230/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/230/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920154,5/17/2019,dengue virus type 1,D1/TAN/228/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/228/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920155,1/15/2019,dengue virus type 1,D1/TAN/27/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/27/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920156,5/14/2019,dengue virus type 1,D1/TAN/226/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/226/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920157,6/15/2019,dengue virus type 1,D1/TAN/220/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/220/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920158,6/15/2019,dengue virus type 1,D1/TAN/219/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/219/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920159,6/15/2019,dengue virus type 1,D1/TAN/218/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/218/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920160,10/5/2019,dengue virus type 1,D1/TAN/208/PW/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/208/PW/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920161,9/5/2019,dengue virus type 1,D1/TAN/206/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/206/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920162,8/5/2019,dengue virus type 1,D1/TAN/203/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/203/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920163,7/3/2019,dengue virus type 1,D1/TAN/198/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/198/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920164,7/5/2019,dengue virus type 1,D1/TAN/96/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/96/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920165,6/5/2019,dengue virus type 1,D1/TAN/195/PW/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/195/PW/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920166,2/5/2019,dengue virus type 1,D1/TAN/188/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/188/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920167,2/5/2019,dengue virus type 1,D1/TAN/186/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/186/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920168,4/30/2019,dengue virus type 1,D1/TAN/182/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/182/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920169,4/23/2019,dengue virus type 1,D1/TAN/151/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/151/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920170,4/20/2019,dengue virus type 1,D1/TAN/142/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/142/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920171,4/20/2019,dengue virus type 1,D1/TAN/139/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/139/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920172,4/17/2019,dengue virus type 1,D1/TAN/135/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/135/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920173,4/15/2019,dengue virus type 1,D1/TAN/131/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/131/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920174,4/14/2019,dengue virus type 1,D1/TAN/128/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/128/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920175,12/4/2019,dengue virus type 1,D1/TAN/127/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/127/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920176,7/4/2019,dengue virus type 1,D1/TAN/122/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/122/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920177,6/4/2019,dengue virus type 1,D1/TAN/120/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/120/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920178,1/4/2019,dengue virus type 1,D1/TAN/112/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/112/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920179,3/29/2019,dengue virus type 1,D1/TAN/109/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/109/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920180,7/5/2019,dengue virus type 1,D1/TAN/89/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/89/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920181,3/27/2019,dengue virus type 1,D1/TAN/38/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/38/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920182,3/23/2019,dengue virus type 1,D1/TAN/32/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/32/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920183,11/2/2019,dengue virus type 1,D1/TAN/21/TA/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/21/TA/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920184,3/19/2019,dengue virus type 1,D1/TAN/12/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/12/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920185,3/16/2019,dengue virus type 1,D1/TAN/11/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/11/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920186,2/13/2019,dengue virus type 1,D1/TAN/07/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/07/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920187,2/11/2019,dengue virus type 1,D1/TAN/06/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/06/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920188,4/13/2019,dengue virus type 1,D1/TAN/727/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/727/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920189,4/16/2019,dengue virus type 1,D1/TAN/726/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/726/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920190,4/15/2019,dengue virus type 1,D1/TAN/724/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/724/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920191,4/13/2019,dengue virus type 1,D1/TAN/723/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/723/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920192,4/13/2019,dengue virus type 1,D1/TAN/722/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/722/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920193,4/15/2019,dengue virus type 1,D1/TAN/720/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/720/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920194,4/16/2019,dengue virus type 1,D1/TAN/719/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/719/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920195,3/5/2019,dengue virus type 1,D1/TAN/668/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/668/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920196,3/5/2019,dengue virus type 1,D1/TAN/662/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/662/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920197,6/25/2019,dengue virus type 1,D1/TAN/655/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/655/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920198,6/25/2019,dengue virus type 1,D1/TAN/652/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/652/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920199,6/25/2019,dengue virus type 1,D1/TAN/650/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/650/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920200,6/18/2019,dengue virus type 1,D1/TAN/648/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/648/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920201,5/6/2019,dengue virus type 1,D1/TAN/635/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/635/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920202,7/6/2019,dengue virus type 1,D1/TAN/597/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/597/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920203,7/6/2019,dengue virus type 1,D1/TAN/596/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/596/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920204,7/6/2019,dengue virus type 1,D1/TAN/595/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/595/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920205,7/6/2019,dengue virus type 1,D1/TAN/594/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/594/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920206,7/6/2019,dengue virus type 1,D1/TAN/592/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/592/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
OM920207,7/6/2019,dengue virus type 1,D1/TAN/591/DAR/2019,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Tanzania,Tanzania,,Homo sapiens,blood,"Dengue virus 1 isolate D1/TAN/591/DAR/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,study,
